"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) invalid symbol in username","","Sun Nov 30 15:15:03 UTC 2025","broken","Sun Nov 30 15:15:03 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","20","transferMoneywithInvalidAmountTest(String, Double, String) transferMoneywithInvalidAmountTest(String, Double, String) amount 0","","Sun Nov 30 15:15:03 UTC 2025","broken","Sun Nov 30 15:15:03 UTC 2025","","API.iteration2.TransferMoneyTest","API.iteration2.TransferMoneyTest","transferMoneywithInvalidAmountTest"
"","16","transferMoneywithAmountMoreThanBalanceTest()","","Sun Nov 30 15:15:02 UTC 2025","broken","Sun Nov 30 15:15:02 UTC 2025","","API.iteration2.TransferMoneyTest","API.iteration2.TransferMoneyTest","transferMoneywithAmountMoreThanBalanceTest"
"","22","transferMoneyBetweenUsersAccountsTest()","","Sun Nov 30 15:15:03 UTC 2025","broken","Sun Nov 30 15:15:03 UTC 2025","","API.iteration2.TransferMoneyTest","API.iteration2.TransferMoneyTest","transferMoneyBetweenUsersAccountsTest"
"","19","userDepositMoneyWithValidDataTest(String, Double) userDepositMoneyWithValidDataTest(String, Double) 4999.99 deposit","","Sun Nov 30 15:15:03 UTC 2025","broken","Sun Nov 30 15:15:03 UTC 2025","","API.iteration2.DepositMoneyTest","API.iteration2.DepositMoneyTest","userDepositMoneyWithValidDataTest"
"","17","changeUsersNameWithInvalidDataTest(String, String, String) changeUsersNameWithInvalidDataTest(String, String, String) using special charactrs","","Sun Nov 30 15:15:02 UTC 2025","broken","Sun Nov 30 15:15:02 UTC 2025","","API.iteration2.ChangeAccountNameTest","API.iteration2.ChangeAccountNameTest","changeUsersNameWithInvalidDataTest"
"","12","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) password without uppercase","","Sun Nov 30 15:15:03 UTC 2025","broken","Sun Nov 30 15:15:03 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","0","adminCanCreateUserWithCorrectDataTest()","","Sun Nov 30 15:15:02 UTC 2025","skipped","Sun Nov 30 15:15:02 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","627","adminCanCreateUserWithCorrectDataButWithExistedUsernameTest()","","Sun Nov 30 15:15:02 UTC 2025","broken","Sun Nov 30 15:15:02 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCanCreateUserWithCorrectDataButWithExistedUsernameTest"
"","12","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) empty password","","Sun Nov 30 15:15:03 UTC 2025","broken","Sun Nov 30 15:15:03 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","14","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) 16 letters username","","Sun Nov 30 15:15:03 UTC 2025","broken","Sun Nov 30 15:15:03 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","11","userDepositMoneyWithinValidBalanceDataTest(String, Double, String) userDepositMoneyWithinValidBalanceDataTest(String, Double, String) balance 0","","Sun Nov 30 15:15:03 UTC 2025","broken","Sun Nov 30 15:15:03 UTC 2025","","API.iteration2.DepositMoneyTest","API.iteration2.DepositMoneyTest","userDepositMoneyWithinValidBalanceDataTest"
"","16","changeUsersNameWithInvalidDataTest(String, String, String) changeUsersNameWithInvalidDataTest(String, String, String) using digits","","Sun Nov 30 15:15:02 UTC 2025","broken","Sun Nov 30 15:15:02 UTC 2025","","API.iteration2.ChangeAccountNameTest","API.iteration2.ChangeAccountNameTest","changeUsersNameWithInvalidDataTest"
"","24","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) password without special symbol","","Sun Nov 30 15:15:02 UTC 2025","broken","Sun Nov 30 15:15:03 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","21","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) password without lowercase","","Sun Nov 30 15:15:03 UTC 2025","broken","Sun Nov 30 15:15:03 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","13","changeUsersNameWithInvalidDataTest(String, String, String) changeUsersNameWithInvalidDataTest(String, String, String) Just spaces","","Sun Nov 30 15:15:02 UTC 2025","broken","Sun Nov 30 15:15:03 UTC 2025","","API.iteration2.ChangeAccountNameTest","API.iteration2.ChangeAccountNameTest","changeUsersNameWithInvalidDataTest"
"","29","transferMoneywithInvalidAmountTest(String, Double, String) transferMoneywithInvalidAmountTest(String, Double, String) amount more than 10000","","Sun Nov 30 15:15:03 UTC 2025","broken","Sun Nov 30 15:15:03 UTC 2025","","API.iteration2.TransferMoneyTest","API.iteration2.TransferMoneyTest","transferMoneywithInvalidAmountTest"
"","19","userCanGenerateAuthTokenTest()","","Sun Nov 30 15:15:02 UTC 2025","broken","Sun Nov 30 15:15:02 UTC 2025","","API.iteration1.LoginUserTest","API.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","614","transferMoneyBetweenDifferentUsersAccounts()","","Sun Nov 30 15:15:02 UTC 2025","broken","Sun Nov 30 15:15:02 UTC 2025","","API.iteration2.TransferMoneyTest","API.iteration2.TransferMoneyTest","transferMoneyBetweenDifferentUsersAccounts"
"","481","changeUsersNameWithInvalidDataTest(String, String, String) changeUsersNameWithInvalidDataTest(String, String, String) one word","","Sun Nov 30 15:15:02 UTC 2025","broken","Sun Nov 30 15:15:02 UTC 2025","","API.iteration2.ChangeAccountNameTest","API.iteration2.ChangeAccountNameTest","changeUsersNameWithInvalidDataTest"
"","11","userDepositMoneyWithinValidBalanceDataTest(String, Double, String) userDepositMoneyWithinValidBalanceDataTest(String, Double, String) balance -0.01","","Sun Nov 30 15:15:02 UTC 2025","broken","Sun Nov 30 15:15:03 UTC 2025","","API.iteration2.DepositMoneyTest","API.iteration2.DepositMoneyTest","userDepositMoneyWithinValidBalanceDataTest"
"","8","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) 7 characters password","","Sun Nov 30 15:15:03 UTC 2025","broken","Sun Nov 30 15:15:03 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
