"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2332","transferMoneywithInvalidAmountTest(String, Double, String) transferMoneywithInvalidAmountTest(String, Double, String) amount -0.01","","Sun Nov 30 15:25:45 UTC 2025","passed","Sun Nov 30 15:25:48 UTC 2025","","API.iteration2.TransferMoneyTest","API.iteration2.TransferMoneyTest","transferMoneywithInvalidAmountTest"
"","1167","changeUsersNameWithInvalidDataTest(String, String, String) changeUsersNameWithInvalidDataTest(String, String, String) using digits","","Sun Nov 30 15:25:43 UTC 2025","passed","Sun Nov 30 15:25:44 UTC 2025","","API.iteration2.ChangeAccountNameTest","API.iteration2.ChangeAccountNameTest","changeUsersNameWithInvalidDataTest"
"","1107","userDepositMoneyWithValidDataTest(String, Double) userDepositMoneyWithValidDataTest(String, Double) 4999.99 deposit","","Sun Nov 30 15:25:47 UTC 2025","passed","Sun Nov 30 15:25:48 UTC 2025","","API.iteration2.DepositMoneyTest","API.iteration2.DepositMoneyTest","userDepositMoneyWithValidDataTest"
"","283","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) password without digits","","Sun Nov 30 15:25:43 UTC 2025","passed","Sun Nov 30 15:25:43 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","1230","userDepositMoneyWithinValidBalanceDataTest(String, Double, String) userDepositMoneyWithinValidBalanceDataTest(String, Double, String) balance 0","","Sun Nov 30 15:25:46 UTC 2025","passed","Sun Nov 30 15:25:48 UTC 2025","","API.iteration2.DepositMoneyTest","API.iteration2.DepositMoneyTest","userDepositMoneyWithinValidBalanceDataTest"
"","2730","createUserAccountTest()","","Sun Nov 30 15:25:39 UTC 2025","passed","Sun Nov 30 15:25:42 UTC 2025","","API.iteration1.CreateAccountTest","API.iteration1.CreateAccountTest","createUserAccountTest"
"","1589","transferMoneyToInvalidAccountTest()","","Sun Nov 30 15:25:45 UTC 2025","passed","Sun Nov 30 15:25:47 UTC 2025","","API.iteration2.TransferMoneyTest","API.iteration2.TransferMoneyTest","transferMoneyToInvalidAccountTest"
"","1657","userDepositMoneyWithValidDataTest(String, Double) userDepositMoneyWithValidDataTest(String, Double) 5000 deposit","","Sun Nov 30 15:25:45 UTC 2025","passed","Sun Nov 30 15:25:47 UTC 2025","","API.iteration2.DepositMoneyTest","API.iteration2.DepositMoneyTest","userDepositMoneyWithValidDataTest"
"","1372","changeUsersNameWithInvalidDataTest(String, String, String) changeUsersNameWithInvalidDataTest(String, String, String) Just spaces","","Sun Nov 30 15:25:44 UTC 2025","passed","Sun Nov 30 15:25:45 UTC 2025","","API.iteration2.ChangeAccountNameTest","API.iteration2.ChangeAccountNameTest","changeUsersNameWithInvalidDataTest"
"","2929","adminCanCreateUserWithCorrectDataButWithExistedUsernameTest()","","Sun Nov 30 15:25:38 UTC 2025","passed","Sun Nov 30 15:25:41 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCanCreateUserWithCorrectDataButWithExistedUsernameTest"
"","5556","transferMoneyBetweenDifferentUsersAccounts()","","Sun Nov 30 15:25:38 UTC 2025","passed","Sun Nov 30 15:25:43 UTC 2025","","API.iteration2.TransferMoneyTest","API.iteration2.TransferMoneyTest","transferMoneyBetweenDifferentUsersAccounts"
"","377","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) password without lowercase","","Sun Nov 30 15:25:42 UTC 2025","passed","Sun Nov 30 15:25:43 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","0","adminCanCreateUserWithCorrectDataTest()","","Sun Nov 30 15:25:41 UTC 2025","skipped","Sun Nov 30 15:25:41 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","1460","userDepositMoneyWithValidDataTest(String, Double) userDepositMoneyWithValidDataTest(String, Double) 0.01 deposit","","Sun Nov 30 15:25:45 UTC 2025","passed","Sun Nov 30 15:25:46 UTC 2025","","API.iteration2.DepositMoneyTest","API.iteration2.DepositMoneyTest","userDepositMoneyWithValidDataTest"
"","1666","userDepositMoneyWithinValidBalanceDataTest(String, Double, String) userDepositMoneyWithinValidBalanceDataTest(String, Double, String) balance more than 5000","","Sun Nov 30 15:25:43 UTC 2025","passed","Sun Nov 30 15:25:45 UTC 2025","","API.iteration2.DepositMoneyTest","API.iteration2.DepositMoneyTest","userDepositMoneyWithinValidBalanceDataTest"
"","3341","userDepositMoneyWithinValidAccountTest()","","Sun Nov 30 15:25:38 UTC 2025","passed","Sun Nov 30 15:25:41 UTC 2025","","API.iteration2.DepositMoneyTest","API.iteration2.DepositMoneyTest","userDepositMoneyWithinValidAccountTest"
"","242","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) space in username","","Sun Nov 30 15:25:43 UTC 2025","passed","Sun Nov 30 15:25:43 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","1916","userDepositMoneyWithValidDatawith2DepositsTest()","","Sun Nov 30 15:25:41 UTC 2025","passed","Sun Nov 30 15:25:43 UTC 2025","","API.iteration2.DepositMoneyTest","API.iteration2.DepositMoneyTest","userDepositMoneyWithValidDatawith2DepositsTest"
"","2382","transferMoneyBetweenUsersAccountsTest()","","Sun Nov 30 15:25:43 UTC 2025","passed","Sun Nov 30 15:25:46 UTC 2025","","API.iteration2.TransferMoneyTest","API.iteration2.TransferMoneyTest","transferMoneyBetweenUsersAccountsTest"
"","239","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) 16 letters username","","Sun Nov 30 15:25:42 UTC 2025","passed","Sun Nov 30 15:25:43 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","1585","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) empty password","","Sun Nov 30 15:25:41 UTC 2025","passed","Sun Nov 30 15:25:42 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","2339","adminCanGenerateAuthTokenTest()","","Sun Nov 30 15:25:38 UTC 2025","passed","Sun Nov 30 15:25:40 UTC 2025","","API.iteration1.LoginUserTest","API.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","236","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) password without uppercase","","Sun Nov 30 15:25:43 UTC 2025","passed","Sun Nov 30 15:25:43 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","286","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) password without special symbol","","Sun Nov 30 15:25:43 UTC 2025","passed","Sun Nov 30 15:25:43 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","1098","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) blank username","","Sun Nov 30 15:25:41 UTC 2025","passed","Sun Nov 30 15:25:42 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","284","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) invalid role","","Sun Nov 30 15:25:43 UTC 2025","passed","Sun Nov 30 15:25:44 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","1694","userDepositMoneyWithinValidBalanceDataTest(String, Double, String) userDepositMoneyWithinValidBalanceDataTest(String, Double, String) balance -0.01","","Sun Nov 30 15:25:45 UTC 2025","passed","Sun Nov 30 15:25:46 UTC 2025","","API.iteration2.DepositMoneyTest","API.iteration2.DepositMoneyTest","userDepositMoneyWithinValidBalanceDataTest"
"","283","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) 7 characters password","","Sun Nov 30 15:25:43 UTC 2025","passed","Sun Nov 30 15:25:43 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","905","userCanGenerateAuthTokenTest()","","Sun Nov 30 15:25:40 UTC 2025","passed","Sun Nov 30 15:25:41 UTC 2025","","API.iteration1.LoginUserTest","API.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
