"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","transferMoneyFromInvalidAccountTest()","","Mon Dec 01 15:02:51 UTC 2025","skipped","Mon Dec 01 15:02:51 UTC 2025","","API.iteration2.TransferMoneyTest","API.iteration2.TransferMoneyTest","transferMoneyFromInvalidAccountTest"
"","219","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) 7 characters password","","Mon Dec 01 15:02:50 UTC 2025","passed","Mon Dec 01 15:02:51 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","3960","changeUsersNameTest()","","Mon Dec 01 15:02:45 UTC 2025","passed","Mon Dec 01 15:02:49 UTC 2025","","API.iteration2.ChangeAccountNameTest","API.iteration2.ChangeAccountNameTest","changeUsersNameTest"
"","279","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) password without uppercase","","Mon Dec 01 15:02:51 UTC 2025","passed","Mon Dec 01 15:02:51 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","417","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) password without lowercase","","Mon Dec 01 15:02:51 UTC 2025","passed","Mon Dec 01 15:02:51 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","0","transferMoneywithAmountMoreThanBalanceTest()","","Mon Dec 01 15:02:51 UTC 2025","skipped","Mon Dec 01 15:02:51 UTC 2025","","API.iteration2.TransferMoneyTest","API.iteration2.TransferMoneyTest","transferMoneywithAmountMoreThanBalanceTest"
"","1022","userCanGenerateAuthTokenTest()","","Mon Dec 01 15:02:48 UTC 2025","passed","Mon Dec 01 15:02:49 UTC 2025","","API.iteration1.LoginUserTest","API.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","0","transferMoneyToInvalidAccountTest()","","Mon Dec 01 15:02:51 UTC 2025","skipped","Mon Dec 01 15:02:51 UTC 2025","","API.iteration2.TransferMoneyTest","API.iteration2.TransferMoneyTest","transferMoneyToInvalidAccountTest"
"","1462","transferMoneyBetweenUsersAccountsTest()","","Mon Dec 01 15:02:51 UTC 2025","passed","Mon Dec 01 15:02:52 UTC 2025","","API.iteration2.TransferMoneyTest","API.iteration2.TransferMoneyTest","transferMoneyBetweenUsersAccountsTest"
"","2924","createUserAccountTest()","","Mon Dec 01 15:02:46 UTC 2025","passed","Mon Dec 01 15:02:49 UTC 2025","","API.iteration1.CreateAccountTest","API.iteration1.CreateAccountTest","createUserAccountTest"
"","3232","adminCanCreateUserWithCorrectDataButWithExistedUsernameTest()","","Mon Dec 01 15:02:45 UTC 2025","passed","Mon Dec 01 15:02:49 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCanCreateUserWithCorrectDataButWithExistedUsernameTest"
"","2","userDepositMoneyWithinValidAccountTest()","","Mon Dec 01 15:02:45 UTC 2025","skipped","Mon Dec 01 15:02:45 UTC 2025","","API.iteration2.DepositMoneyTest","API.iteration2.DepositMoneyTest","userDepositMoneyWithinValidAccountTest"
"","1553","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) empty password","","Mon Dec 01 15:02:49 UTC 2025","passed","Mon Dec 01 15:02:50 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","0","userDepositMoneyWithinValidBalanceDataTest(String, Double, String)","","Mon Dec 01 15:02:50 UTC 2025","skipped","Mon Dec 01 15:02:50 UTC 2025","","API.iteration2.DepositMoneyTest","API.iteration2.DepositMoneyTest","userDepositMoneyWithinValidBalanceDataTest"
"","263","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) space in username","","Mon Dec 01 15:02:50 UTC 2025","passed","Mon Dec 01 15:02:50 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
