"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","transferMoneywithInvalidAmountTest(String, Double, String)","","Mon Dec 01 14:46:47 UTC 2025","skipped","Mon Dec 01 14:46:47 UTC 2025","","API.iteration2.TransferMoneyTest","API.iteration2.TransferMoneyTest","transferMoneywithInvalidAmountTest"
"","352","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) password without digits","","Mon Dec 01 14:46:47 UTC 2025","passed","Mon Dec 01 14:46:47 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","3060","adminCanCreateUserWithCorrectDataButWithExistedUsernameTest()","","Mon Dec 01 14:46:42 UTC 2025","passed","Mon Dec 01 14:46:45 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCanCreateUserWithCorrectDataButWithExistedUsernameTest"
"","1332","userDepositMoneyWithValidDataTest(String, Double) userDepositMoneyWithValidDataTest(String, Double) 5000 deposit","","Mon Dec 01 14:46:46 UTC 2025","passed","Mon Dec 01 14:46:47 UTC 2025","","API.iteration2.DepositMoneyTest","API.iteration2.DepositMoneyTest","userDepositMoneyWithValidDataTest"
"","262","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) password without lowercase","","Mon Dec 01 14:46:47 UTC 2025","passed","Mon Dec 01 14:46:47 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","0","transferMoneyFromInvalidAccountTest()","","Mon Dec 01 14:46:47 UTC 2025","skipped","Mon Dec 01 14:46:47 UTC 2025","","API.iteration2.TransferMoneyTest","API.iteration2.TransferMoneyTest","transferMoneyFromInvalidAccountTest"
"","0","testTransferWithFraudCheck()","","Mon Dec 01 14:46:42 UTC 2025","skipped","Mon Dec 01 14:46:42 UTC 2025","","API.TransferWithFraudCheckTest","API.TransferWithFraudCheckTest","testTransferWithFraudCheck"
"","0","transferMoneywithAmountMoreThanBalanceTest()","","Mon Dec 01 14:46:47 UTC 2025","skipped","Mon Dec 01 14:46:47 UTC 2025","","API.iteration2.TransferMoneyTest","API.iteration2.TransferMoneyTest","transferMoneywithAmountMoreThanBalanceTest"
"","5176","transferMoneyBetweenDifferentUsersAccounts()","","Mon Dec 01 14:46:42 UTC 2025","passed","Mon Dec 01 14:46:47 UTC 2025","","API.iteration2.TransferMoneyTest","API.iteration2.TransferMoneyTest","transferMoneyBetweenDifferentUsersAccounts"
"","368","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) password without special symbol","","Mon Dec 01 14:46:46 UTC 2025","passed","Mon Dec 01 14:46:47 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","4216","userDepositMoneyWithValidDatawith2DepositsTest()","","Mon Dec 01 14:46:42 UTC 2025","passed","Mon Dec 01 14:46:46 UTC 2025","","API.iteration2.DepositMoneyTest","API.iteration2.DepositMoneyTest","userDepositMoneyWithValidDatawith2DepositsTest"
"","1060","userDepositMoneyWithValidDataTest(String, Double) userDepositMoneyWithValidDataTest(String, Double) 4999.99 deposit","","Mon Dec 01 14:46:47 UTC 2025","passed","Mon Dec 01 14:46:48 UTC 2025","","API.iteration2.DepositMoneyTest","API.iteration2.DepositMoneyTest","userDepositMoneyWithValidDataTest"
"","2474","adminCanGenerateAuthTokenTest()","","Mon Dec 01 14:46:42 UTC 2025","passed","Mon Dec 01 14:46:44 UTC 2025","","API.iteration1.LoginUserTest","API.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","0","adminCanCreateUserWithCorrectDataTest()","","Mon Dec 01 14:46:45 UTC 2025","skipped","Mon Dec 01 14:46:45 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","387","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) space in username","","Mon Dec 01 14:46:46 UTC 2025","passed","Mon Dec 01 14:46:47 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
"","356","adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) adminCantCreateUserWithInvalidDataTest(String, String, String, String, String, List) invalid role","","Mon Dec 01 14:46:46 UTC 2025","passed","Mon Dec 01 14:46:47 UTC 2025","","API.iteration1.CreateUserTest","API.iteration1.CreateUserTest","adminCantCreateUserWithInvalidDataTest"
